   2.4200000e+00   2.0000000e+00
   1.0000000e-01   3.4883957e-02
   3.6623134e-02   5.0000000e-02
   2.4500000e+00   3.0000000e+00
   1.0000000e-01   2.3451639e-02
   0.0000000e+00   4.7611839e-02
  -5.6118154e-03   5.0000000e-02
   2.4800000e+00   3.0000000e+00
   1.0000000e-01   1.2019321e-02
   0.0000000e+00   3.7489856e-02
  -2.9396942e-02   5.0000000e-02
   2.5100000e+00   3.0000000e+00
   1.0000000e-01   5.8700385e-04
   0.0000000e+00   2.7367872e-02
  -5.3182068e-02   5.0000000e-02
   2.5400000e+00   4.0000000e+00
   1.0000000e-01  -1.5964502e-02
   6.4234926e-02   0.0000000e+00
   0.0000000e+00   1.7245888e-02
  -7.6967195e-02   5.0000000e-02
   2.5700000e+00   4.0000000e+00
   1.0000000e-01  -3.2793085e-02
   2.6534063e-02   0.0000000e+00
   0.0000000e+00   7.1239045e-03
  -1.0000000e-01   4.9271272e-02
   2.6100000e+00   5.0000000e+00
   6.3834939e-02  -1.0000000e-01
   9.1666523e-02  -5.0000000e-02
   0.0000000e+00  -7.7741907e-03
  -4.3876359e-02   0.0000000e+00
  -1.0000000e-01   1.8552316e-02
   2.6300000e+00   6.0000000e+00
  -2.0111462e-03  -1.0000000e-01
   0.0000000e+00  -9.8635549e-02
   7.3794177e-02  -5.0000000e-02
   0.0000000e+00  -1.6007014e-02
  -9.0341169e-02   0.0000000e+00
  -1.0000000e-01   3.1928380e-03
   2.6800000e+00   5.0000000e+00
  -4.5416059e-02  -1.0000000e-01
   0.0000000e+00  -6.9187720e-02
   2.9113314e-02  -5.0000000e-02
   0.0000000e+00  -3.6589071e-02
  -1.0000000e-01  -1.3510602e-02
   2.7100000e+00   5.0000000e+00
  -7.1459006e-02  -1.0000000e-01
   0.0000000e+00  -5.1519022e-02
   2.3047959e-03  -5.0000000e-02
   0.0000000e+00  -4.8938305e-02
  -1.0000000e-01  -2.2352134e-02
   2.7400000e+00   3.0000000e+00
  -9.7501954e-02  -1.0000000e-01
  -3.0056091e-02  -5.0000000e-02
  -1.0000000e-01  -3.1193665e-02
   2.7700000e+00   3.0000000e+00
  -1.0000000e-01  -7.7744356e-02
  -6.2939228e-02  -5.0000000e-02
  -1.0000000e-01  -4.0035197e-02
